model,2019,2020,2021
cb,906809.064002516,918996.8033120774,968904.9048985918
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,906801.8635178505,919038.264902631,967658.1186596404
lasso,873943.4091363149,909326.3341776705,921967.1682857214
linear,881116.3127381057,930892.8194056319,932983.0052926398
report,918483.4,922127.14,982486.35
rf,895199.7830633644,909858.6829695556,959186.2297947035
ridge,881108.1028449691,930226.9347953588,932611.2248725076
