class_name,mae,te,mse,mape,r2,params
GradientBoostingRegressor,0.0099290051061671,-0.6211553327240269,0.0009746986097429794,0.10080767095948188,0.5995868353687054,"{'learning_rate': 0.005, 'max_depth': 4}"
LinearRegression,0.013018425999537777,-0.6992016283192941,0.0015407738671157432,0.13706215420613294,0.3670390683375484,{}
Lasso,0.013157469624708299,-0.9574365484676215,0.0017201926633717032,0.13158205631131922,0.2933325427663972,{'alpha': 0.005}
Ridge,0.012702780117214235,-0.7392187150074867,0.0015517848049125735,0.13300814538866162,0.3625156962872387,{'alpha': 100}
RandomForestRegressor,0.007402396570060882,0.1495501949309005,0.00027856362441358216,0.07485307323589403,0.8855640694593602,"{'max_depth': 10, 'n_estimators': 200}"
CatBoostRegressor,0.008131519903169031,-0.1566445698321941,0.00011566117197747138,0.0869670593959425,0.9524855627847095,"{'depth': 8, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
