model,2019,2020,2021
cb,914253.0946359735,934601.8650595723,962325.5826824391
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,910290.6293798508,931410.7219793787,954959.8466866221
lasso,898675.5835598509,934012.8447941863,940717.9589245806
linear,906407.3111210539,939893.7584627562,948976.3873243337
report,918483.4,922127.14,982486.35
rf,914463.1650279856,930843.4987923924,961354.6444269079
ridge,905977.9086924654,939429.6935878131,948613.858642064
