model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9939349509189033,0.9969631426630715,0.003055612575470359,0.03764606265698013,0.00545172518738554,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
linear,LinearRegression,0.9108298293758454,0.9562289013268809,0.04492453252608038,0.12634692057788566,0.018281051348305287,{}
ridge,Ridge,0.9108297195296071,0.9562289529587176,0.04492458786735508,0.12635605656529464,0.01828218351409765,{'alpha': 0.01}
lasso,Lasso,0.883787656409518,0.9428225987088513,0.05854856139692556,0.15409604172975264,0.022380709379322104,{'alpha': 0.01}
