,cb,gb,lasso,linear,rf,ridge,mean,sd
work_sum,1,1,1,1,1,1,1.0,0.0
draught_mean,3,3,2,2,3,2,2.5,0.5
Draught..m.,2,2,4,4,2,4,3.0,1.0
ME_W_ref_first,4,4,3,3,4,3,3.5,0.5
ME_SFC_base_first,6,6,5,5,6,5,5.5,0.5
Speed..knots.,5,5,6,6,5,6,5.5,0.5
