model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.8068892834022231,0.9193516550465296,0.016922533173905633,0.08017126264590939,1.302126936663173,"{'learning_rate': 0.01, 'max_depth': 5}"
linear,LinearRegression,0.4873457431119764,0.6981015277966208,0.04492453252608038,0.12634692057788563,2.1526978807510035,{}
ridge,Ridge,0.4756777464349854,0.6916111160735119,0.04594701364115317,0.12768136125595156,2.0736402954684623,{'alpha': 10}
lasso,Lasso,0.42020880176544395,0.661007881947423,0.050807826509695224,0.13640080046901432,1.977973972686792,{'alpha': 0.005}
