model,2019,2020,2021
cb,912686.1435906745,949555.486095097,966789.8353034385
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,908629.9264358089,950403.9956692404,961658.2255061348
lasso,913153.6743490654,957989.8924618023,960409.4439357396
linear,911974.1115743597,948601.7613817783,952310.0254710813
report,918483.4,922127.14,982486.35
rf,913525.0851545797,947404.3656591123,967279.0257514744
ridge,913501.5229687304,950567.1715013339,952976.6976188641
