,cb,gb,lasso,linear,rf,ridge,mean,sd
rel_power_ship_sum,2,1,1,2,3,2,1.8333333333333333,0.6871842709362768
cal_fc,1,2,2,6,1,6,3.0,2.160246899469287
rel_power_ship_squared_sum,5,4,3,1,6,1,3.3333333333333335,1.8856180831641267
Draught..m.,3,3,4,4,4,4,3.6666666666666665,0.4714045207910317
rel_power_ship_cubed_sum,4,5,5,3,2,3,3.6666666666666665,1.1055415967851332
ME_W_ref_first,6,6,8,5,5,5,5.833333333333333,1.0671873729054748
Speed..knots.,7,7,6,7,7,7,6.833333333333333,0.3726779962499649
ME_SFC_base_first,8,8,7,8,8,8,7.833333333333333,0.3726779962499649
