model,2019,2020,2021
cb,911907.1513320918,937361.7433383658,960390.6990513136
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,912963.4595940929,937901.6198670096,959111.1119274362
lasso,902975.641895913,936457.0697185432,941919.21438154
linear,907409.5137055397,939617.7455537803,946250.0068750944
report,918483.4,922127.14,982486.35
rf,911947.9394816966,932739.0058532383,963920.2182043546
ridge,907408.3905776795,939616.5848324897,946248.7178344013
