model,class_name,best_cv_mean_score,best_cv_std_score,best_params
linear,LinearRegression,-479.91423742721116,197.421505096337,{}
linearstruct,LinearRegression,-204786428.43211883,406819533.94660777,{'fit_intercept': False}
