model,class_name,r2,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9996625330773796,299.37819040333255,10.734554448101981,0.008111191379246978,"{'learning_rate': 0.05, 'max_depth': 6}"
cb,CatBoostRegressor,0.9979441833896292,1823.7836521428903,29.810803581579183,0.02327486327671533,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.05}"
rf,RandomForestRegressor,0.9864820044957561,11992.265791613816,58.290437811900155,0.04444478511078869,"{'max_depth': 30, 'n_estimators': 200}"
ridge,Ridge,0.9591112468249611,36273.78007403663,119.29261387850086,0.09633003896693634,{'alpha': 1}
linear,LinearRegression,0.9588550050213893,36501.10074553637,119.2387168637984,0.09585876890774671,{}
lasso,Lasso,0.9563815314110382,38695.40188689712,122.68968377209538,0.09862238207346426,{'alpha': 0.005}
