model,mae,te,mse,mape,r2,class_name,params
rf,62.604320717016506,1534.2808821625986,8202.571509661277,0.06084386090687898,0.9930342379927739,RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 700}"
cb,89.94558598557893,629.0398600091654,15756.521200510284,0.08521115847908013,0.9866192965687294,CatBoostRegressor,"{'learning_rate': 0.05, 'depth': 6, 'l2_leaf_reg': 15}"
gb,114.89548202318103,5872.255853710721,28592.267413279,0.1230453160657302,0.9757189644962824,GradientBoostingRegressor,"{'learning_rate': 0.005, 'max_depth': 4}"
ridge,184.1134059250859,9745.628142241856,72993.57099574416,0.18089225430655004,0.9380126289645826,Ridge,{'alpha': 100}
lasso,188.6768414579746,10992.492758015596,73067.02763284322,0.1873426791264086,0.9379502483500057,Lasso,{'alpha': 0.01}
linear,269.2346144531081,1980.9050840635382,157223.03184817472,0.25551726069607833,0.8664835508451246,LinearRegression,{}
linearstruct,270.6107451116472,3260.9929705555405,157632.9323956254,0.25633313715813255,0.8661354563900125,LinearRegression,{'fit_intercept': False}
eng,318.3693747832371,-37058.50430957249,217584.4860484148,0.26132289149468124,0.8152235863481719,Calculation,
