model,2019,2020,2021
cb,842358.2283387278,885646.8956603863,889165.8754033404
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,846453.9702104287,885196.559178201,899092.5003835623
lasso,890197.4614415617,928463.5267994972,933334.8972313618
linear,871923.2893946656,912974.8303981081,915114.272772898
report,918483.4,922127.14,982486.35
rf,841976.2387231754,873565.2341468025,894614.2551563878
ridge,888355.1669580836,926951.5377193838,931484.6189877243
