class_name,mae,te,mse,mape,r2,params
GradientBoostingRegressor,0.010283665352221463,-0.6201115283467797,0.0009967120428546492,0.09341295012595671,0.5751376505130368,"{'learning_rate': 0.005, 'max_depth': 4}"
LinearRegression,0.013689348468283053,-0.6684143433120384,0.001446566344033117,0.1269441076677326,0.3833810075631815,{}
Lasso,0.013602070806719067,-0.9497295772444856,0.0016498727187058537,0.1220927364009318,0.29671884206777355,{'alpha': 0.005}
Ridge,0.01339491816348901,-0.7091196929195576,0.0014600722961189063,0.12326680302316796,0.3776239079310828,{'alpha': 100}
