model,class_name,r2,mse,mae,mape,params
cb,CatBoostRegressor,0.9699127251442662,8.778296439561615e-05,0.007218427826745889,0.07746071459034683,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
rf,RandomForestRegressor,0.8778608163101456,0.0003563546271493864,0.006135925296257456,0.05910811117378193,"{'max_depth': 10, 'n_estimators': 200}"
gb,GradientBoostingRegressor,0.6447937673146318,0.0010363536154879914,0.008397535325136358,0.08348474123522484,"{'learning_rate': 0.005, 'max_depth': 6}"
linear,LinearRegression,0.3735714342702451,0.001827674880677088,0.015574663289551167,0.15885401320927833,{}
ridge,Ridge,0.3166379469686932,0.0019937846500953696,0.012173082724261515,0.1194179072917868,{'alpha': 1000}
lasso,Lasso,0.29946480830749067,0.0020438891885384723,0.012674167361631041,0.1253124654397954,{'alpha': 0.005}
