model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.8060077377949662,0.9187682500186775,0.01699978411598664,0.08026281620091036,1.3508283574195916,"{'learning_rate': 0.01, 'max_depth': 5}"
linear,LinearRegression,0.4873457431119764,0.6981015277966212,0.04492453252608038,0.12634692057775737,2.152697880729771,{}
ridge,Ridge,0.47567774643498517,0.6916111160735114,0.04594701364115319,0.12768136125595164,2.073640295468463,{'alpha': 10}
lasso,Lasso,0.42021300820315877,0.6610102142360313,0.05080745789430698,0.1364003141565745,1.9779424900974487,{'alpha': 0.005}
