model,class_name,best_cv_mean_score,best_cv_std_score,best_params
ridge,Ridge,0.9550992390863842,0.011607736503018207,{'alpha': 1}
linear,LinearRegression,0.9545184140115618,0.01133809465129509,{}
lasso,Lasso,0.9525675575795709,0.012041285625418324,{'alpha': 0.005}
gb,GradientBoostingRegressor,0.938570094570807,0.024037899779444743,"{'learning_rate': 0.05, 'max_depth': 6}"
cb,CatBoostRegressor,0.9318474369903832,0.04154861947399019,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.05}"
rf,RandomForestRegressor,0.9052066296752704,0.025559826987935203,"{'max_depth': 30, 'n_estimators': 200}"
