model,2019,2020,2021
cb,909621.9479253469,927722.6830038873,969643.3510324548
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,907290.5305504336,929936.28198958,960256.7879147672
lasso,894593.4706771377,936610.6048757002,950935.6644997045
linear,905724.1363658553,939407.2388756992,955201.4918208518
report,918483.4,922127.14,982486.35
rf,901213.7222481777,924680.9584032944,956971.8261105508
ridge,905857.088400763,939128.369799601,955262.0637416132
