model,mae,te,mse,mape,r2,class_name,params
cb,20.142733111814717,-1017.9498597906847,829.5386398610268,0.014600326318522565,0.9990463543989351,CatBoostRegressor,"{'learning_rate': 0.05, 'depth': 6, 'l2_leaf_reg': 1}"
gb,55.793031129771016,-2592.768745900663,8706.44344339565,0.04301534112495978,0.9899909888560394,GradientBoostingRegressor,"{'learning_rate': 0.05, 'max_depth': 3}"
rf,56.66283056766104,-5740.498025061349,9088.02170557264,0.042620056149091846,0.9895523228148192,RandomForestRegressor,"{'max_depth': 30, 'n_estimators': 1000}"
ridge,130.10984156951048,-5096.957490925579,42293.3140070256,0.09961016256123156,0.9513791993293829,Ridge,{'alpha': 0.1}
linear,130.73897284026972,-5096.149734082204,42831.17807844915,0.0996666792527761,0.9507608656182854,LinearRegression,{}
lasso,132.07167438258438,-8723.181695662159,43876.214210954764,0.10073271360172233,0.9495594820264556,Lasso,{'alpha': 0.005}
eng,265.39022007012505,43568.3326546733,324343.0829126224,0.18528640271209848,0.6271320715002742,Calculation,
