"model","mae","te","mse","mape","r2","class_name","params"
"rf",40.5463714982537,1838.25266836091,4027.01414616451,0.042265451133185,0.993024043921231,"RandomForestRegressor","{'max_depth': 30, 'n_estimators': 700}"
"cb",57.4575248062981,1178.20163780554,6640.4462694933,0.057629021749555,0.988496821754766,"CatBoostRegressor","{'learning_rate': 0.01, 'depth': 6, 'l2_leaf_reg': 1}"
"gb",57.9187660077838,768.700209306659,7650.63909181249,0.059896210882475,0.986746874894932,"GradientBoostingRegressor","{'learning_rate': 0.005, 'max_depth': 5}"
"ridge",96.7919310132184,1117.49483833916,22050.0100029012,0.098882212720554,0.961802989576493,"Ridge","{'alpha': 1}"
"linear",97.3562696223724,1361.68836120269,22364.5278571073,0.098589523029184,0.961258153462863,"LinearRegression","{}"
"lasso",131.501208752838,10044.1939814965,41064.3937099017,0.125787074464348,0.928864564035766,"Lasso","{'alpha': 0.005}"
"eng",489.777057540349,232086.758636261,1569399.75019118,0.392213508914064,-1.7186553932998,"Calculation",
