model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,65.40112120435467,-10993.341477160382,10731.62780287519,0.05310039886575468,0.9883055437058651,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
linear,LinearRegression,135.86320877321901,-30918.195393091955,46274.7547424934,0.11203956977428665,0.9495735309872643,{}
ridge,Ridge,135.8633379315565,-30924.466933871256,46275.26709798152,0.11203955955052489,0.9495729726638698,{'alpha': 0.01}
lasso,Lasso,139.50290653545952,-56780.11499070318,51780.82312370049,0.11328670267992805,0.9435734649004314,{'alpha': 0.01}
