model,class_name,mae,te,mse,mape,r2,params
rf,RandomForestRegressor,0.00729939060214008,-0.2558170975719971,0.00034669260875356596,0.07336294123898769,0.8575761951051716,"{'max_depth': 10, 'n_estimators': 200}"
cb,CatBoostRegressor,0.008131519903169031,-0.1566445698321941,0.00011566117197747138,0.0869670593959425,0.9524855627847095,"{'depth': 8, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
gb,GradientBoostingRegressor,0.009931413334703596,-0.6195915491566617,0.0009775364638981883,0.10068031815113505,0.5984210245717156,"{'learning_rate': 0.005, 'max_depth': 4}"
ridge,Ridge,0.012702780117214235,-0.7392187150074867,0.0015517848049125735,0.13300814538866162,0.3625156962872387,{'alpha': 100}
linear,LinearRegression,0.013018425999537777,-0.6992016283192941,0.0015407738671157432,0.13706215420613294,0.3670390683375484,{}
lasso,Lasso,0.013157469624708299,-0.9574365484676215,0.0017201926633717032,0.13158205631131922,0.2933325427663972,{'alpha': 0.005}
