model,2019,2020,2021
cb,907410.7847244467,938238.5885493623,963743.0647150322
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,913225.175037768,937925.434198444,964308.1778335304
lasso,897299.5594834338,934543.5132979343,937881.4047902827
linear,903971.7277450172,940408.655285348,944615.5375262466
report,918483.4,922127.14,982486.35
rf,902447.7935395692,928494.6952837871,958810.6184688915
ridge,901559.4928673853,937863.8754989766,941863.8689196678
