model,class_name,r2,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9917570605920881,9832.696376056501,62.90912098765179,0.04153136643182727,"{'learning_rate': 0.05, 'max_depth': 3}"
rf,RandomForestRegressor,0.9903965747649631,11455.569407151233,65.86946161409422,0.042427456578522316,"{'max_depth': 30, 'n_estimators': 700}"
cb,CatBoostRegressor,0.9897724829572523,12200.02535330487,73.22598349015124,0.047847657131141294,"{'depth': 6, 'l2_leaf_reg': 7, 'learning_rate': 0.05}"
ridge,Ridge,0.9562470999367414,52191.21002891682,148.3010208119528,0.09816480440463637,{'alpha': 0.01}
linear,LinearRegression,0.9562362732026372,52204.124838055075,148.31954995783943,0.09817518262952074,{}
lasso,Lasso,0.9538159954811625,55091.184271993494,151.62349096327432,0.10105718615134714,{'alpha': 0.005}
