model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,0.006278917101572616,-0.18267109459063272,9.474444153177005e-05,0.06551302012560996,0.9567504885480854,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
ridge,Ridge,0.012476862198217774,-0.7360644590647325,0.0013544989716613811,0.1291546663876483,0.38169017792107895,{'alpha': 0.01}
linear,LinearRegression,0.012476895419789186,-0.7360601492209115,0.0013544983125032273,0.12915508447790677,0.38169047881755014,{}
lasso,Lasso,0.014917786757676701,-1.2019868324531533,0.0015970017319660629,0.15250493364418563,0.27099106207478063,{'alpha': 0.01}
