model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.6788173676402072,0.8455945717950643,0.02814563503646333,0.10198934125563526,1.727098598621832,"{'learning_rate': 0.01, 'max_depth': 3}"
linear,LinearRegression,0.5069400114463887,0.7119971990439207,0.043207462330550284,0.12476453847239954,2.321949542275769,{}
ridge,Ridge,0.505345598319612,0.7108916363069206,0.04334718274330702,0.12418347453893386,2.303338312803832,{'alpha': 0.005}
lasso,Lasso,0.42834850574961647,0.6659315158217264,0.05009453408799688,0.1337607856996272,1.9663196003058732,{'alpha': 0.005}
