model,mae,te,mse,mape,r2,class_name,params
linear,250.9295969889833,45398.47095891599,166323.12764864464,0.26008792687310023,0.7609201718025491,LinearRegression,{}
linearstruct,247.96163178562375,-33241.720737577,176489.16646704747,0.2029202989834712,0.7463070819183404,LinearRegression,{'fit_intercept': False}
eng,396.87744240211566,340691.8329620762,940594.5914816813,0.3107938809249877,-0.35205005169180015,Calculation,
