model,2019,2020,2021
cb,913398.2890990609,943389.7599322504,976488.0129388816
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,913258.4509176374,946571.1064242371,973106.2224917973
lasso,916553.373641493,961123.8336825463,965867.6213085721
linear,920060.0337514969,950948.7955253362,966544.5448095232
report,918483.4,922127.14,982486.35
rf,917519.8296835311,939772.3252037724,978109.5981469101
ridge,919792.3921475777,950693.2065399777,966412.3307095262
