model,class_name,mae,te,mse,mape,r2,params
rf,RandomForestRegressor,42.96664715289257,-10871.240572016162,5320.110321845977,0.04073696010835811,0.9913817380560113,"{'max_depth': 50, 'n_estimators': 1000}"
cb,CatBoostRegressor,66.27857799721016,-10322.937397261587,9600.164171143908,0.06210875722459145,0.9844483056690626,"{'depth': 6, 'l2_leaf_reg': 15, 'learning_rate': 0.05}"
gb,GradientBoostingRegressor,66.51832347310663,-11069.556187330778,10723.45291719512,0.06377260815703029,0.9826286447848791,"{'learning_rate': 0.01, 'max_depth': 4}"
ridge,Ridge,99.29854170669914,-12687.036973818815,26030.017716008446,0.09614062288637194,0.9578329212155532,{'alpha': 0.1}
linear,LinearRegression,99.33639803598946,-12664.388791998312,26079.71815904223,0.09617777390367133,0.9577524094571712,{}
lasso,Lasso,104.32272845785023,-22081.50198030174,27964.541908309347,0.1005670142051299,0.9546991072121535,{'alpha': 0.005}
