model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9838453967430965,0.9919128206736563,0.007587544496109557,0.06446018856844378,0.009146996377352749,"{'learning_rate': 0.01, 'max_depth': 4}"
linear,LinearRegression,0.9647677213725796,0.982225901395692,0.016548006629048144,0.09649366357021573,0.013682092868663492,{}
ridge,Ridge,0.9647218722495947,0.9822026034015948,0.016569541188283278,0.0964470469536851,0.013674439676118194,{'alpha': 1}
lasso,Lasso,0.9634615396995718,0.9816188848848788,0.01716149811542771,0.09820483000662562,0.013933940705719785,{'alpha': 0.005}
