model,2019,2020,2021
cb,923561.9100882086,947549.5186659826,987720.6333111885
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,922015.0494212557,950198.0045153664,987637.979334004
lasso,904851.7849290745,950235.3497559701,961515.5497098014
linear,897252.9386488926,945467.8628213536,947317.7604712675
report,918483.4,922127.14,982486.35
rf,920736.2114527059,952849.1659019609,992265.2926082222
ridge,897500.8662217932,945525.7961517344,947426.8460617746
