model,class_name,mae,te,mse,mape,r2,params
rf,RandomForestRegressor,94.91841858558875,-27887.97658258899,20721.12141735573,0.07607405795208828,0.9785717580161484,"{'max_depth': 10, 'n_estimators': 200}"
gb,GradientBoostingRegressor,146.0354071434878,-31724.802937136046,55637.17037408462,0.11447916288495022,0.9424641781658549,"{'learning_rate': 0.01, 'max_depth': 3}"
cb,CatBoostRegressor,156.37417239221057,-36601.59961581853,57192.724335305604,0.12154446734488722,0.9408555400024752,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
linear,LinearRegression,189.46367919119731,-52485.660812328795,88751.8304954408,0.1488155724814498,0.908219460614078,{}
ridge,Ridge,189.46385904946635,-52488.323040637086,88752.42432605958,0.14881570396739183,0.9082188465186369,{'alpha': 0.005}
lasso,Lasso,189.50836284451503,-62581.3426406809,92050.25041397913,0.14851608545490244,0.9048084801581845,{'alpha': 0.005}
