year,report_target_count,report_target_mean,report_target_std,cal_target_count,cal_target_mean,cal_target_std
2019,458,0.0007774323097951721,0.0005145874209308713,458,0.0007552725101388905,0.0006011759447455246
2020,445,0.0007877909503526263,0.0005730632474132179,445,0.0009161540366603278,0.0009213539128893868
2021,383,0.0008311238107127853,0.0006057464186083754,383,0.0008794556620909059,0.0008005315624142593
