model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9854244090908616,0.9927349975526015,0.0073432808673695015,0.0633958325282629,0.009387427388727988,"{'learning_rate': 0.01, 'max_depth': 4}"
linear,LinearRegression,0.9665667692922,0.9831412763647956,0.016843886805097755,0.0980659025749574,0.014505228226010133,{}
ridge,Ridge,0.9665561024251498,0.9831361217533988,0.01684926084455954,0.09807072781219749,0.014504401876279478,{'alpha': 1}
lasso,Lasso,0.965791873646655,0.9827988972321066,0.01723428445028488,0.09984835955115193,0.014753558812778794,{'alpha': 0.005}
