dataset,Draught..m._count,Draught..m._mean,Draught..m._std,Speed..knots._count,Speed..knots._mean,Speed..knots._std,ME_W_ref_first_count,ME_W_ref_first_mean,ME_W_ref_first_std,speed_mean_count,speed_mean_mean,speed_mean_std,draught_mean_count,draught_mean_mean,draught_mean_std,ME_SFC_base_first_count,ME_SFC_base_first_mean,ME_SFC_base_first_std
Test,536,9.823749999999999,0.794866664302065,536,13.829570895522387,0.8473364549348898,536,6532.66604477612,1424.3664820478384,536,6.181818851415197,1.790279253186741,536,8.144758128833674,0.8846973040247333,536,176.97761194029852,4.677192892316066
Training,1606,13.733418430884184,2.1363241398285,1606,14.222266500622665,0.7657966958667664,1606,10640.658156911582,3418.1837892405506,1606,7.1453281651945595,1.646132717182614,1606,10.738227608524367,2.043221536220193,1606,175.47322540473226,2.501133536464935
