model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9982397422381513,0.9991243793870197,0.0008868297158448662,0.022336280048972704,0.003260732073064111,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
linear,LinearRegression,0.9674998582896482,0.9836157066098775,0.01637379028378149,0.09660457346671118,0.014266636391161559,{}
ridge,Ridge,0.9674998459307834,0.9836157003375897,0.016373796510260837,0.09660455787855494,0.014266577202143095,{'alpha': 0.01}
lasso,Lasso,0.9656731458823667,0.9828794005022157,0.017294100297570805,0.10006536051161947,0.014767919489780592,{'alpha': 0.01}
