model,2019,2020,2021
cb,919908.5153610329,941984.9885951858,976883.2031330708
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,920396.3582692365,942234.5456046828,976382.4383838116
lasso,895266.4561923832,935951.2270864326,948854.1934325455
linear,897533.8773356301,949138.9939008541,952718.7972508289
report,918483.4,922127.14,982486.35
rf,904866.6094874867,931934.6896326654,963856.3836485796
ridge,898858.8318838036,945394.4447991578,951062.2117338696
