model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,55.526013832685955,-7363.076078493294,7557.840347544092,0.04265999668389842,0.9922511874264069,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
rf,RandomForestRegressor,68.31916922376472,-17877.38159724971,10969.78297563724,0.053114455558567905,0.9887530315086868,"{'max_depth': 10, 'n_estimators': 200}"
cb,CatBoostRegressor,70.13305101343526,-10586.689538485978,10614.317522709436,0.053630910941855583,0.9891174788963615,{'verbose': 0}
ridge,Ridge,134.18404284781576,-22844.371222153728,44756.98893155863,0.1064472197129636,0.9541120872311464,{'alpha': 0.01}
linear,LinearRegression,134.53413112429558,-22806.952756221628,44877.452834057294,0.10661976568975985,0.9539885794353448,{}
lasso,Lasso,137.9738687436364,-45090.154536975475,49065.211106324394,0.1072534324543098,0.9496950044902408,{'alpha': 0.01}
