model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9985266374105465,0.9992675624482241,0.0007422899957386286,0.020428270592250174,0.0029856538967771573,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
cb,CatBoostRegressor,0.9952985631516358,0.9976608071292441,0.002368615548621994,0.0377869930554771,0.005481577896428479,{'verbose': 0}
rf,RandomForestRegressor,0.9914001186690918,0.9958351379482513,0.004332678135149391,0.050653884811979646,0.0074834637476906985,"{'max_depth': 10, 'n_estimators': 200}"
linear,LinearRegression,0.9685613597980053,0.984155150267479,0.01583899867460463,0.09464033733114381,0.013974623416220175,{}
ridge,Ridge,0.9685612016378946,0.984155069969361,0.0158390783567336,0.09463128344144517,0.013973387816631221,{'alpha': 0.01}
lasso,Lasso,0.9660055135756862,0.9830504124181059,0.017126651215163192,0.0993576927215787,0.014665360351450855,{'alpha': 0.01}
