,cb,gb,lasso,linear,rf,ridge,mean,sd
distance_sum,1,1,1,1,1,1,1.0,0.0
Draught..m.,2,2,2,2,2,2,2.0,0.0
ME_W_ref_first,3,4,3,3,3,3,3.1666666666666665,0.372677996249965
draught_mean,4,3,4,4,4,4,3.8333333333333335,0.372677996249965
speed_mean,5,5,5,5,5,5,5.0,0.0
Speed..knots.,6,6,6,6,6,6,6.0,0.0
ME_SFC_base_first,7,7,7,7,7,7,7.0,0.0
