model,class_name,mae,te,mse,mape,r2,params
rf,RandomForestRegressor,0.005479343609859716,-0.08965930593278487,5.2129493424121056e-05,0.060657740981505295,0.9292249783743609,"{'max_depth': 10, 'n_estimators': 1000}"
cb,CatBoostRegressor,0.006012227674147174,-0.09827513537540994,6.279889165108958e-05,0.06712274779016597,0.9147393802868713,"{'depth': 10, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
gb,GradientBoostingRegressor,0.006360433575373684,-0.0905168006788718,7.964091068861378e-05,0.07041191102086905,0.8918733560210639,"{'learning_rate': 0.005, 'max_depth': 6}"
linear,LinearRegression,0.009348508044018123,-0.12401396266898274,0.00017153557598173068,0.10312138444137701,0.7671100695166952,{}
ridge,Ridge,0.009348586576436575,-0.12402256640441539,0.00017153575489155715,0.10312215595867762,0.7671098266149134,{'alpha': 0.005}
lasso,Lasso,0.010966614977554044,-0.31023383296878515,0.00023125858568266068,0.122354107610714,0.686025504417589,{'alpha': 0.005}
