year,report_target_count,report_target_mean,report_target_std,cal_target_count,cal_target_mean,cal_target_std
2019,699,0.09937270386266095,0.03170507627478329,699,0.09860316927112274,0.04938637527802365
2020,723,0.0963772060857538,0.06262598087494428,723,0.10889225860564988,0.05113874253293967
2021,720,0.100772125,0.034027197856247166,720,0.10476435198079245,0.04615785207266909
