model,class_name,r2,rmse,mae,mape,params
linear,LinearRegression,0.8642097132911666,0.00039618323562329554,0.011414739856858215,0.11769617848049096,{}
gb,GradientBoostingRegressor,0.7221710841255252,0.0008105967039960709,0.008035274502045215,0.07964202460537603,"{'learning_rate': 0.01, 'max_depth': 4}"
ridge,Ridge,0.34110684887614673,0.0019223939124748607,0.012018648184594154,0.11603909630111227,{'alpha': 1000}
lasso,Lasso,0.2911798444113004,0.002068061490423754,0.012701747594632815,0.12140124631504853,{'alpha': 0.005}
