,cb,gb,lasso,linear,rf,ridge,mean,sd
rel_power_ship_sum,2,1,2,2,3,2,2.0,0.5773502691896257
rel_power_ship_squared_sum,5,3,1,1,7,1,3.0,2.309401076758503
cal_fc,1,2,3,6,1,6,3.1666666666666665,2.1147629234082532
Draught..m.,3,4,4,5,4,4,4.0,0.5773502691896257
rel_power_ship_cubed_sum,4,5,7,3,2,3,4.0,1.632993161855452
ME_W_ref_first,6,6,5,4,5,5,5.166666666666667,0.6871842709362769
Speed..knots.,7,7,6,7,6,7,6.666666666666667,0.4714045207910317
ME_SFC_base_first,8,8,8,8,8,8,8.0,0.0
