model,2019,2020,2021
eng,951738.6065535047,1119502.0165243486,1077732.003125762
linear,901261.7607849173,939175.5231060667,949849.1122014485
linearstruct,836009.5824418651,873639.6918759036,891292.3290310972
report,918483.4,922127.14,982486.35
