model,2019,2020,2021
cb,839442.8623470834,882435.3973469539,884647.3288151943
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,841987.0766898255,882181.54296955,887637.1746236158
lasso,877160.9294416286,915560.6630603136,918616.2777627052
linear,886757.0545510168,924121.8360767872,928188.3971618301
report,918483.4,922127.14,982486.35
rf,836005.9660353796,867054.887547478,888270.6623548643
ridge,886416.7716952034,923771.5204739091,927811.9493767521
