dataset,Draught..m._count,Draught..m._mean,Draught..m._std,Speed..knots._count,Speed..knots._mean,Speed..knots._std,ME_W_ref_first_count,ME_W_ref_first_mean,ME_W_ref_first_std,speed_mean_count,speed_mean_mean,speed_mean_std,draught_mean_count,draught_mean_mean,draught_mean_std,ME_SFC_base_first_count,ME_SFC_base_first_mean,ME_SFC_base_first_std
Test,536,13.52509328358209,3.0613375597658803,536,14.523264925373136,0.8100162527279059,536,10767.524253731342,4325.409500290701,536,6.51311438070867,1.7973367150735429,536,10.838548662527105,2.651998691519922,536,176.28731343283582,4.411487496043087
Training,1606,12.49810087173101,2.283373591430637,1606,13.990747198007472,0.7580702272116141,1606,9227.280821917808,3123.3513351581933,1606,7.034758798008194,1.6928165650481086,1606,9.839179211226933,1.877591813404867,1606,175.70361145703612,2.746271224923097
