model,2019,2020,2021
cb,927786.2431549553,948026.8644703458,987937.1806058013
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,932857.9790150931,958582.720221535,991544.0196831
lasso,896048.0990343874,936565.1747790142,949922.1966426469
linear,897804.009669333,929838.7470300567,945880.6133676071
report,918483.4,922127.14,982486.35
rf,912722.7272456258,943602.6045255129,977600.7267715533
ridge,898698.8324987752,930274.3424788176,946390.5470601942
