model,class_name,best_cv_mean_score,best_cv_std_score,best_params
cb,CatBoostRegressor,-139.02944446063165,15.333268813016666,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
linear,LinearRegression,-141.03183404565644,16.484171744472256,{}
ridge,Ridge,-141.0319009840373,16.484495246741176,{'alpha': 0.005}
lasso,Lasso,-141.68301745726347,16.810364411757888,{'alpha': 0.005}
gb,GradientBoostingRegressor,-142.0962123915405,15.271177258286226,"{'learning_rate': 0.01, 'max_depth': 3}"
rf,RandomForestRegressor,-145.3189015008739,13.051021438137086,"{'max_depth': 10, 'n_estimators': 200}"
