year,report_target_count,report_target_mean,report_target_std,cal_target_count,cal_target_mean,cal_target_std
2019,699,0.0008366535547327546,0.0011784403805423797,699,0.0008201523604027304,0.0006368124021344939
2020,723,0.0008004795050978858,0.0005539047339326101,723,0.0009688989549776141,0.0008763342570775424
2021,720,0.00085156856228486,0.0006095737725948732,720,0.0009270620427674763,0.0008130387028881419
