model,class_name,mae,te,mse,mape,r2,params
rf,RandomForestRegressor,54.73849821178102,-16852.209491180445,8978.238100058072,0.042876014064920316,0.9903577297639126,"{'max_depth': 30, 'n_estimators': 1000}"
cb,CatBoostRegressor,89.84610493162654,-14841.789956806166,18777.719227197456,0.06970451044123681,0.9798334772158871,"{'depth': 6, 'l2_leaf_reg': 7, 'learning_rate': 0.05}"
gb,GradientBoostingRegressor,110.87443267835611,-21315.687799739626,32037.02009992411,0.08810084058859516,0.9655935160195369,"{'learning_rate': 0.01, 'max_depth': 3}"
linear,LinearRegression,145.55375101421117,-29965.20002917602,50964.77909957904,0.11597296637595182,0.945265856493886,{}
ridge,Ridge,145.55392059982714,-29968.153942702527,50965.173329808415,0.1159729754151047,0.9452654331063165,{'alpha': 0.005}
lasso,Lasso,147.48107667470958,-41350.42020275432,53853.05317335778,0.11631301294098503,0.942163965140049,{'alpha': 0.005}
