model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,57.74243359102111,-3740.835020598492,10532.458366866225,0.044664444485984,0.9878917845326117,"{'learning_rate': 0.01, 'max_depth': 6}"
linear,LinearRegression,116.792395863726,-3962.4002322976357,31980.069480830036,0.09064224714148432,0.9632354044565619,{}
ridge,Ridge,117.1935710579222,-3965.340993110133,32312.98308977617,0.09064348677601189,0.9628526837688801,{'alpha': 0.1}
lasso,Lasso,123.35815203833143,-7550.404092286042,37051.067186700464,0.09509131432184376,0.9574057367077227,{'alpha': 0.005}
