model,2019,2020,2021
cb,916690.4445960767,953956.8528140563,968628.2865360524
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,921281.304317188,956451.1379689038,968223.46909555
lasso,940728.0609922734,985112.0301080135,988123.950088622
linear,929633.9987046963,972816.7307528327,982562.0872810156
report,918483.4,922127.14,982486.35
rf,922374.4078122872,954083.3444815786,971338.1089723469
ridge,926377.6209842286,964005.9893324302,964457.4586676788
