dataset,Draught..m._count,Draught..m._mean,Draught..m._std,Speed..knots._count,Speed..knots._mean,Speed..knots._std,ME_W_ref_first_count,ME_W_ref_first_mean,ME_W_ref_first_std,speed_mean_count,speed_mean_mean,speed_mean_std,draught_mean_count,draught_mean_mean,draught_mean_std,ME_SFC_base_first_count,ME_SFC_base_first_mean,ME_SFC_base_first_std
Test,329,15.253890577507597,2.3598669480249215,329,14.64094224924012,0.6060598655900847,329,12892.44376899696,3952.802963200077,329,7.069121485370843,1.3822310849810775,329,12.405164864122865,2.1389820900452228,329,175.30395136778117,1.7193348678694336
Training,1813,12.301638168781025,2.2960066391688545,1813,14.03019305019305,0.8011394453119103,1813,9017.53557639272,3091.1500746795973,1813,6.874302795904026,1.7890593486882316,1813,9.66899319142226,1.8552473296256498,1813,175.94870380584666,3.4500719394508477
