model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9978100590159962,0.9989096948109243,0.0011232829517232362,0.024947694398019377,0.0036091138429264506,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
linear,LinearRegression,0.9663456025711865,0.98302879030636,0.01726229663650039,0.09815961581577447,0.01448053298774385,{}
ridge,Ridge,0.966345449921388,0.9830287127397235,0.01726237493491914,0.09814756931774801,0.014478953335996412,{'alpha': 0.01}
lasso,Lasso,0.9635189174575218,0.9817801154954062,0.01871218374362426,0.10242941564635444,0.01510920977239709,{'alpha': 0.01}
