model,class_name,r2,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9952726538930763,1.3792557052097249e-05,0.0027611687346854865,0.03004388930119404,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
cb,CatBoostRegressor,0.9923856370952368,2.2215749049028688e-05,0.003685607119645638,0.0404070239891507,{'verbose': 0}
rf,RandomForestRegressor,0.8786005295395406,0.00035419643168667635,0.0060381054873687515,0.0585138176997469,"{'max_depth': 10, 'n_estimators': 200}"
linear,LinearRegression,0.3735714342702451,0.001827674880677088,0.015574663289551167,0.15885401320927833,{}
ridge,Ridge,0.37356899293325607,0.0018276820035487676,0.01555950315261388,0.15866287573226687,{'alpha': 0.01}
lasso,Lasso,0.23041659985416763,0.0022453450017785354,0.014495209165894331,0.14572367260536626,{'alpha': 0.01}
