set,LDT_count,LDT_mean,LDT_std,Dwt_count,Dwt_mean,Dwt_std,Beam.Mld..m._count,Beam.Mld..m._mean,Beam.Mld..m._std,Draught..m._count,Draught..m._mean,Draught..m._std,LOA..m._count,LOA..m._mean,LOA..m._std,GT_count,GT_mean,GT_std,Main.Bunker.Capacity..m3._count,Main.Bunker.Capacity..m3._mean,Main.Bunker.Capacity..m3._std,TPC_count,TPC_mean,TPC_std,NT_count,NT_mean,NT_std,LBP..m._count,LBP..m._mean,LBP..m._std,Speed..knots._count,Speed..knots._mean,Speed..knots._std,distance_sum_count,distance_sum_mean,distance_sum_std,trip_nunique_count,trip_nunique_mean,trip_nunique_std,ME_W_ref_first_count,ME_W_ref_first_mean,ME_W_ref_first_std,t_over_t_ref_with_m_sum_count,t_over_t_ref_with_m_sum_mean,t_over_t_ref_with_m_sum_std,t_over_t_ref_without_m_sum_count,t_over_t_ref_without_m_sum_mean,t_over_t_ref_without_m_sum_std,v_over_v_ref_with_n_sum_count,v_over_v_ref_with_n_sum_mean,v_over_v_ref_with_n_sum_std,v_over_v_ref_without_n_sum_count,v_over_v_ref_without_n_sum_mean,v_over_v_ref_without_n_sum_std,cal_fc_count,cal_fc_mean,cal_fc_std,port_frac_count,port_frac_mean,port_frac_std,missing_frac_sea_count,missing_frac_sea_mean,missing_frac_sea_std,age_count,age_mean,age_std,total_jump_distance_count,total_jump_distance_mean,total_jump_distance_std,rel_power_ship_sum_count,rel_power_ship_sum_mean,rel_power_ship_sum_std,rel_power_ship_squared_sum_count,rel_power_ship_squared_sum_mean,rel_power_ship_squared_sum_std,rel_power_ship_cubed_sum_count,rel_power_ship_cubed_sum_mean,rel_power_ship_cubed_sum_std,ME_SFC_base_first_count,ME_SFC_base_first_mean,ME_SFC_base_first_std
Test,147,7331.741496598639,1793.0766781747466,536,29451.66604477612,7403.317407103493,536,26.811809701492535,3.0461725163281237,536,9.823749999999999,0.794866664302065,536,171.2484328358209,16.698893649825745,536,18841.442164179105,4749.643476675619,425,1488.189576470588,441.57954887348524,432,43.06201388888889,6.429219361329518,536,9968.871268656716,2508.6972245979937,536,163.3087686567164,16.953693336063854,536,13.829570895522387,0.8473364549348898,536,15459.670457369524,10537.902551267864,536,10.705223880597014,14.610674971655275,536,6532.66604477612,1424.3664820478384,536,2388.642619856113,1783.0157347688687,536,2253.1222124960095,1680.7365144418882,536,818.5956040309452,636.8355092124453,536,1144.8788535076467,811.7310078764984,536,1282.274770883412,1284.9965189787554,536,0.4572183128597098,0.14904401047652852,536,0.2806388834210828,0.16267270988474278,536,11.845149253731343,5.5524933168583335,536,1.4241767522947761,9.602537876359929,536,736.6694348340058,566.3807285064179,536,508.48123041634875,533.9930022405958,536,510.9591821240893,949.9807603840075,536,176.97761194029852,4.677192892316066
Training,303,13897.42904290429,6008.847027790949,1606,80077.86239103362,43811.01709214632,1606,34.22252179327521,4.994634285193152,1606,13.733418430884184,2.1363241398285,1606,216.9968804483188,35.13952049658081,1606,44068.773349937735,21275.994114636418,1067,2878.6816307403933,1200.6993666478063,1391,70.99640546369518,22.57942789462195,1603,26478.566437928883,14299.283017472559,1606,210.79952054794524,34.22513119500279,1606,14.222266500622665,0.7657966958667664,1606,13290.584175242215,8541.82916726835,1606,5.812577833125778,5.46279320607309,1606,10640.658156911582,3418.1837892405506,1606,1614.6448510091511,1061.3790423578316,1606,1496.8938751786025,991.0835759857123,1606,649.8041388080968,453.0583057338418,1606,934.3494769502385,604.4685496006033,1606,1532.7978511893566,1290.2722863252304,1606,0.38388813601397187,0.14054810789112815,1606,0.21233751081096716,0.1459492785362463,1606,9.25280199252802,5.377196712079145,1606,1.411707964931507,8.816200755888957,1606,558.0302648253409,390.69244489446254,1606,343.3032908412707,314.61028822361806,1606,304.80493190203157,498.67413343947834,1606,175.47322540473226,2.501133536464935
