model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9983133383198128,0.9991606152242983,0.0008497515142304449,0.02206107353410639,0.0032124968962631757,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
linear,LinearRegression,0.9676792202637469,0.9837068772066954,0.01628342651321858,0.09618344865995276,0.014203955442007477,{}
ridge,Ridge,0.9676792167780222,0.9837068754441032,0.016283428269350163,0.09618281376608803,0.014203836920447086,{'alpha': 0.01}
lasso,Lasso,0.9654002535110041,0.9827426986060567,0.017431585312207284,0.10051033903777878,0.014825837957530988,{'alpha': 0.01}
