,cb,gb,lasso,linear,rf,ridge,mean,sd
distance_sum,1,1,1,1,1,1,1.0,0.0
Draught..m.,3,2,2,2,2,2,2.1666666666666665,0.3726779962499649
ME_W_ref_first,2,3,3,3,3,3,2.8333333333333335,0.372677996249965
draught_mean,4,5,4,5,4,5,4.5,0.5
speed_mean,5,4,5,4,5,4,4.5,0.5
Speed..knots.,7,6,6,6,6,6,6.166666666666667,0.3726779962499649
ME_SFC_base_first,6,7,7,7,7,7,6.833333333333333,0.3726779962499649
