set,LDT_count,LDT_mean,LDT_std,Dwt_count,Dwt_mean,Dwt_std,Beam.Mld..m._count,Beam.Mld..m._mean,Beam.Mld..m._std,HP.Total.Propulsion_count,HP.Total.Propulsion_mean,HP.Total.Propulsion_std,LOA..m._count,LOA..m._mean,LOA..m._std,GT_count,GT_mean,GT_std,Main.Bunker.Capacity..m3._count,Main.Bunker.Capacity..m3._mean,Main.Bunker.Capacity..m3._std,NT_count,NT_mean,NT_std,Depth.Moulded..m._count,Depth.Moulded..m._mean,Depth.Moulded..m._std,distance_sum_count,distance_sum_mean,distance_sum_std,ME_W_ref_first_count,ME_W_ref_first_mean,ME_W_ref_first_std,speed_mean_count,speed_mean_mean,speed_mean_std,cubic_meter_count,cubic_meter_mean,cubic_meter_std,draught_mean_count,draught_mean_mean,draught_mean_std
Test,78,10907.551282051281,1147.4784399121706,536,65539.17910447762,7698.664422683672,536,32.31225746268657,0.44562791668736174,536,12927.591417910447,2156.193709121079,536,205.14376865671642,14.138645666565745,536,36644.0802238806,3452.4148128927213,315,2494.601492063492,419.118073952924,536,21903.94589552239,2789.859763142551,536,18.78669776119403,0.655554349190549,536,12206.121555014197,7726.458998182617,536,9510.548507462687,1587.4137649630075,536,7.012409949217067,1.5433502424219288,536,124802.10724808209,12927.585720399966,536,10.360327449611159,1.0667248787836439
Training,372,11929.833333333334,6457.736603240903,1606,68033.71108343711,50577.77336617678,1606,32.38675591531756,6.459325669033957,1606,13121.367372353674,5388.492762706335,1606,205.68436488169365,42.25014719362496,1606,38127.17061021171,24799.519514002506,1177,2479.3835174171622,1352.732691910766,1603,22487.799126637554,16499.4222877965,1606,17.569066002490658,3.796708707383943,1606,14376.451056725688,9490.93788237988,1606,9646.794520547945,3967.5074017948655,1606,6.868119679253212,1.7920320392747489,1606,131988.54837854172,87912.59238412415,1606,9.998784796608593,2.389091993745555
