model,2019,2020,2021
cb,899517.6959490029,928863.7129214279,971710.2684789943
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,891278.175271745,926237.554280576,957784.1917985777
lasso,899391.1387542828,938427.7571499276,948544.5392471482
linear,907801.1832298092,939557.3468784674,954295.9349042147
report,918483.4,922127.14,982486.35
rf,876767.0632801614,915215.2765965587,951596.091761795
ridge,908156.0793471314,939045.1218437646,953884.5359890418
