model,2019,2020,2021
cb,838052.4490987512,873375.7703829758,933206.6551245594
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,842240.3783666184,876578.4952640804,936771.7970903151
lasso,819678.1577019107,855001.8029613141,900509.9174228131
linear,822866.9720412194,857557.9931985057,904129.9229153772
report,918483.4,922127.14,982486.35
rf,842669.0351497633,873530.3133962441,936926.9496623336
ridge,822866.3368422405,857557.3060057331,904128.996608197
