model,class_name,r2,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9878389930885694,3.548108766379417e-05,0.004507589371629573,0.048884918192681516,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
cb,CatBoostRegressor,0.9865726759282963,3.917570855341649e-05,0.004904692363872167,0.05362768109025467,{'verbose': 0}
rf,RandomForestRegressor,0.8817235705672937,0.00034508461279779965,0.006633979068691027,0.06473328638771587,"{'max_depth': 10, 'n_estimators': 200}"
linear,LinearRegression,0.335123869900515,0.0019398499178098709,0.014694568301609662,0.14758952637452535,{}
ridge,Ridge,0.3351230705600693,0.0019398522499743565,0.01468709381174919,0.14750485987596249,{'alpha': 0.01}
lasso,Lasso,0.22669387216392356,0.002256206473076757,0.014521400425251907,0.144982389262143,{'alpha': 0.01}
