model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,0.006310097559422575,-0.16507711132845493,9.604258731760274e-05,0.06446107832588174,0.9612365681186169,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
cb,CatBoostRegressor,0.006541919739284067,-0.11850690543241116,7.469321227103342e-05,0.06953976869604331,0.9698533189626054,{'verbose': 0}
rf,RandomForestRegressor,0.007745704151325055,-0.11336245181489196,0.0003387387606568103,0.07710276590215528,0.863282766103722,"{'max_depth': 10, 'n_estimators': 200}"
ridge,Ridge,0.013171595229541748,-0.7130949639450435,0.0015656722040641384,0.13599810218675304,0.3680842059146432,{'alpha': 0.01}
linear,LinearRegression,0.013171642435396674,-0.7130900411932973,0.0015656711414368263,0.13599867497731236,0.3680846347981477,{}
lasso,Lasso,0.015492439115552445,-1.1319431047623978,0.0018429811005135496,0.1560848206798869,0.25616047689148613,{'alpha': 0.01}
